repo,pr_a,pr_b,prob,raw
microsoft/vscode,253798,254409,0.05,
microsoft/vscode,250076,253969,0.05,
microsoft/vscode,257754,258424,0.03,
microsoft/vscode,250790,252345,0.05,
microsoft/vscode,251149,255125,0.05,
microsoft/vscode,253008,253959,0.05,
microsoft/vscode,250790,258171,0.05,
microsoft/vscode,249711,252332,0.05,
microsoft/vscode,251305,258171,0.05,
microsoft/vscode,252343,253385,0.05,
microsoft/vscode,251124,251152,0.25,
microsoft/vscode,253798,256267,0.05,
microsoft/vscode,251153,251252,0.05,
microsoft/vscode,252405,252486,0.1,
microsoft/vscode,252631,257578,0.05,
microsoft/vscode,251065,253061,0.05,
microsoft/vscode,250076,250083,0.05,
microsoft/vscode,251434,258424,0.05,
microsoft/vscode,251434,252344,0.1,
microsoft/vscode,254135,254224,0.05,
microsoft/vscode,251065,251154,0.05,
microsoft/vscode,250978,255114,0.05,
microsoft/vscode,251026,253761,0.2,
microsoft/vscode,250207,251015,0.05,
microsoft/vscode,251642,252346,0.05,
microsoft/vscode,251155,254870,0.05,
microsoft/vscode,251818,252344,0.02,
microsoft/vscode,251065,253084,0.05,
microsoft/vscode,255095,255173,0.05,
microsoft/vscode,254504,254870,0.15,
microsoft/vscode,251115,256267,0.08,
microsoft/vscode,253761,254222,0.05,
microsoft/vscode,252348,254873,0.05,
microsoft/vscode,250207,251069,0.05,
microsoft/vscode,250076,251154,0.05,
microsoft/vscode,252342,253084,0.05,
microsoft/vscode,251416,252334,0.06,
microsoft/vscode,252251,253385,0.05,
microsoft/vscode,252251,252683,0.05,
microsoft/vscode,251153,252186,0.05,
microsoft/vscode,251115,253008,0.2,
microsoft/vscode,252251,255321,0.05,
microsoft/vscode,253008,254676,0.1,
microsoft/vscode,251150,253798,0.05,
microsoft/vscode,251150,251760,0.05,
microsoft/vscode,251115,252589,0.02,
microsoft/vscode,251642,252002,0.2,
microsoft/vscode,252631,252924,0.05,
microsoft/vscode,250076,252631,0.05,
microsoft/vscode,251061,251064,0.45,
microsoft/vscode,251252,258402,0.08,
microsoft/vscode-cosmosdb,2696,2698,0.12,
mlco2/codecarbon,883,905,0.25,
mlco2/codecarbon,883,892,0.75,
mlco2/codecarbon,883,884,0.07,
mvdicarlo/postybirb,363,375,0.2,
mvdicarlo/postybirb,363,365,0.15,
mvdicarlo/postybirb,363,369,0.15,
mvdicarlo/postybirb,369,375,0.1,
mvdicarlo/postybirb,380,385,0.4,
nanvix/nanvix,706,707,0.2,
near/nearcore,13277,13318,0.75,
near/nearcore,13278,13281,0.8,
near/nearcore,13273,13283,0.7,
near/nearcore,13271,13284,0.72,
near/nearcore,13269,13281,0.78,
near/nearcore,13278,13280,0.75,
near/nearcore,13281,13306,0.68,
near/nearcore,13270,13283,0.72,
near/nearcore,13265,13278,0.78,
near/nearcore,13275,13282,0.88,
near/nearcore,13270,13281,0.88,
near/nearcore,13272,13280,0.88,
near/nearcore,13272,13279,0.88,
near/nearcore,13278,13279,0.88,
near/nearcore,13271,13283,0.88,
near/nearcore,13165,13166,0.95,
near/nearcore,13269,13276,0.88,
near/nearcore,13269,13308,0.88,
near/nearcore,13273,13279,0.88,
near/nearcore,13132,13134,0.4,
near/nearcore,13281,13283,0.9,
near/nearcore,13269,13273,0.85,
near/nearcore,13334,13339,0.25,
near/nearcore,13271,13278,0.85,
near/nearcore,13279,13282,0.85,
near/nearcore,13277,13306,0.85,
near/nearcore,13269,13272,0.9,
near/nearcore,13274,13276,0.85,
near/nearcore,13280,13283,0.88,
near/nearcore,13277,13308,0.75,
near/nearcore,13265,13266,0.8,
near/nearcore,13273,13280,0.65,
near/nearcore,13270,13277,0.68,
near/nearcore,13266,13283,0.7,
near/nearcore,13277,13321,0.68,
near/nearcore,13268,13279,0.72,
near/nearcore,13268,13281,0.65,
near/nearcore,13265,13269,0.78,
near/nearcore,13265,13268,0.68,
near/nearcore,13272,13274,0.95,
near/nearcore,13134,13135,0.9,
near/nearcore,13267,13282,0.95,
near/nearcore,13268,13283,0.95,
near/nearcore,13271,13282,0.95,
near/nearcore,13266,13282,0.95,
near/nearcore,13272,13278,0.95,
near/nearcore,13276,13277,0.95,
near/nearcore,13272,13276,0.95,
near/nearcore,13265,13272,0.95,
near/nearcore,13270,13280,0.82,
near/nearcore,13271,13275,0.8,
near/nearcore,13277,13307,0.81,
near/nearcore,13266,13284,0.8,
near/nearcore,13271,13280,0.87,
near/nearcore,13308,13321,0.91,
near/nearcore,13277,13281,0.81,
near/nearcore,13266,13268,0.8,
near/nearcore,13270,13279,0.89,
near/nearcore,13272,13275,0.81,
near/nearcore,13270,13273,0.75,
near/nearcore,13278,13284,0.75,
near/nearcore,13273,13276,0.75,
near/nearcore,13265,13270,0.75,
near/nearcore,13266,13279,0.75,
near/nearcore,13277,13280,0.75,
near/nearcore,13128,13132,0.85,
near/nearcore,13276,13278,0.75,
near/nearcore,13269,13275,0.75,
near/nearcore,13271,13279,0.75,
near/nearcore,13269,13274,0.85,
near/nearcore,13274,13275,0.85,
near/nearcore,13269,13270,0.85,
near/nearcore,13272,13281,0.85,
near/nearcore,13283,13306,0.85,
near/nearcore,13265,13273,0.85,
near/nearcore,13265,13267,0.85,
near/nearcore,13128,13129,0.95,
near/nearcore,13267,13278,0.85,
near/nearcore,13267,13270,0.85,
near/nearcore,13268,13271,0.85,
near/nearcore,13274,13280,0.85,
near/nearcore,13268,13275,0.85,
near/nearcore,13273,13274,0.85,
near/nearcore,13281,13308,0.85,
near/nearcore,13269,13279,0.88,
near/nearcore,13266,13269,0.88,
near/nearcore,13306,13307,0.85,
near/nearcore,13269,13282,0.85,
near/nearcore,13271,13274,0.85,
near/nearcore,13268,13284,0.95,
near/nearcore,13267,13277,0.94,
near/nearcore,13268,13274,0.95,
near/nearcore,13278,13282,0.94,
near/nearcore,13277,13282,0.94,
near/nearcore,13266,13280,0.93,
near/nearcore,13273,13277,0.93,
near/nearcore,13273,13284,0.97,
near/nearcore,13279,13281,0.93,
near/nearcore,13281,13307,0.93,
near/nearcore,13270,13282,0.9,
near/nearcore,13266,13273,0.9,
near/nearcore,13266,13267,0.9,
near/nearcore,13265,13271,0.9,
near/nearcore,13267,13274,0.9,
near/nearcore,13282,13307,0.9,
near/nearcore,13267,13269,0.9,
near/nearcore,13272,13282,0.9,
near/nearcore,13271,13273,0.9,
near/nearcore,13276,13282,0.9,
near/nearcore,13318,13321,0.75,
near/nearcore,13267,13281,0.75,
near/nearcore,13265,13284,0.75,
near/nearcore,13270,13275,0.75,
near/nearcore,13274,13282,0.75,
near/nearcore,13126,13129,0.9,
near/nearcore,13267,13275,0.75,
near/nearcore,13273,13282,0.75,
near/nearcore,13307,13308,0.8,
near/nearcore,13268,13273,0.75,
near/nearcore,13282,13283,0.9,
near/nearcore,13174,13197,0.15,
near/nearcore,13282,13284,0.9,
near/nearcore,13271,13276,0.85,
near/nearcore,13308,13318,0.9,
near/nearcore,13306,13321,0.85,
near/nearcore,13274,13279,0.85,
near/nearcore,13269,13307,0.85,
near/nearcore,13269,13283,0.9,
near/nearcore,13273,13278,0.85,
near/nearcore,13268,13278,0.85,
near/nearcore,13271,13281,0.8,
near/nearcore,13306,13318,0.8,
near/nearcore,13275,13279,0.75,
near/nearcore,13126,13127,0.95,
near/nearcore,13269,13278,0.85,
near/nearcore,13270,13278,0.85,
near/nearcore,13267,13276,0.8,
near/nearcore,13266,13274,0.8,
near/nearcore,13265,13274,0.8,
near/nearcore,13272,13277,0.92,
near/nearcore,13333,13334,0.25,
near/nearcore,13274,13281,0.92,
near/nearcore,13266,13270,0.92,
near/nearcore,13276,13281,0.95,
near/nearcore,13265,13277,0.95,
near/nearcore,13275,13278,0.92,
near/nearcore,13279,13280,0.92,
near/nearcore,13269,13284,0.95,
near/nearcore,13333,13339,0.12,
near/nearcore,13132,13135,0.45,
near/nearcore,13266,13276,0.85,
near/nearcore,13271,13277,0.85,
near/nearcore,13269,13280,0.85,
near/nearcore,13283,13308,0.85,
near/nearcore,13276,13283,0.87,
near/nearcore,13269,13306,0.85,
near/nearcore,13281,13284,0.85,
near/nearcore,13278,13283,0.85,
near/nearcore,13266,13278,0.85,
near/nearcore,13280,13284,0.8,
near/nearcore,13174,13213,0.18,
near/nearcore,13267,13280,0.8,
near/nearcore,13277,13278,0.8,
near/nearcore,13267,13272,0.8,
near/nearcore,13265,13275,0.8,
near/nearcore,13273,13275,0.85,
near/nearcore,13126,13128,0.75,
near/nearcore,13268,13280,0.8,
near/nearcore,13270,13284,0.78,
near/nearcore,13267,13273,0.8,
near/nearcore,13267,13279,0.75,
near/nearcore,13265,13281,0.7,
near/nearcore,13283,13284,0.75,
near/nearcore,13267,13268,0.7,
near/nearcore,13270,13272,0.7,
near/nearcore,13266,13281,0.65,
near/nearcore,13270,13274,0.7,
near/nearcore,13281,13282,0.7,
near/nearcore,13279,13283,0.75,
near/nearcore,13276,13280,0.8,
near/nearcore,13266,13272,0.75,
near/nearcore,13266,13271,0.75,
near/nearcore,13276,13279,0.95,
near/nearcore,13280,13282,0.75,
near/nearcore,13268,13282,0.75,
near/nearcore,13269,13271,0.75,
near/nearcore,13272,13284,0.75,
near/nearcore,13275,13280,0.75,
near/nearcore,13267,13284,0.85,
near/nearcore,13282,13306,0.88,
near/nearcore,13270,13271,0.88,
near/nearcore,13267,13283,0.88,
near/nearcore,13275,13281,0.9,
near/nearcore,13276,13284,0.85,
near/nearcore,13280,13281,0.85,
near/nearcore,13267,13271,0.88,
near/nearcore,13277,13283,0.88,
near/nearcore,13274,13278,0.85,
near/nearcore,13269,13277,0.85,
near/nearcore,13318,13333,0.2,
netket/netket,2048,2052,0.2,
netket/netket,2049,2050,0.05,
netket/netket,2046,2050,0.05,
netket/netket,2052,2054,0.15,
netket/netket,2046,2049,0.05,
netket/netket,2060,2064,0.1,
netket/netket,2046,2054,0.05,
netket/netket,2046,2048,0.05,
netket/netket,2046,2052,0.1,
netket/netket,2048,2054,0.05,
netket/netket,2048,2049,0.2,
netket/netket,2046,2047,0.05,
netket/netket,2048,2050,0.03,
netket/netket,2052,2060,0.05,
nextcloud/desktop,8395,8412,0.4,
nextcloud/desktop,8395,8411,0.45,
nextcloud/desktop,8395,8409,0.5,
nextcloud/desktop,8407,8418,0.1,
nextcloud/desktop,8395,8408,0.25,
nextcloud/desktop,8407,8428,0.15,
nextcloud/desktop,8407,8412,0.12,
nextcloud/desktop,8395,8407,0.12,
nextcloud/desktop,8407,8411,0.12,
nextcloud/desktop,8395,8418,0.12,
nextcloud/desktop,8407,8408,0.12,
nextcloud/desktop,8395,8406,0.35,
nextcloud/desktop,8407,8409,0.12,
nextcloud/desktop,8395,8428,0.12,
nrwl/nx,31609,31621,0.4,
nrwl/nx,31590,31609,0.15,
nrwl/nx,31608,31609,0.05,
nrwl/nx,31593,31609,0.15,
nrwl/nx,31590,31592,0.3,
nrwl/nx,31591,32088,0.08,
nrwl/nx,31591,31609,0.3,
nrwl/nx,31608,31621,0.2,
nrwl/nx,31592,31608,0.05,
nrwl/nx,31590,31608,0.05,
nrwl/nx,31591,31621,0.12,
nrwl/nx,31591,31593,0.12,
nrwl/nx,31591,31592,0.5,
nrwl/nx,31592,31593,0.1,
nrwl/nx,31592,31621,0.05,
nrwl/nx,31593,31608,0.05,
nrwl/nx,31591,31608,0.05,
nrwl/nx,31593,31621,0.2,
nrwl/nx,31590,31593,0.5,
nrwl/nx,31590,31591,0.25,
nrwl/nx,31590,31621,0.15,
nrwl/nx,31592,31609,0.65,
nrwl/nx-console,2579,2594,0.08,
nrwl/nx-console,2538,2563,0.45,
nrwl/nx-console,2579,2586,0.4,
nrwl/nx-console,2579,2597,0.3,
nrwl/nx-console,2594,2597,0.05,
nunit/nunit3-vs-adapter,1275,1276,0.12,
nunit/nunit3-vs-adapter,1274,1276,0.1,
nunit/nunit3-vs-adapter,1274,1275,0.1,
o1-labs/openmina,1257,1258,0.35,
o1-labs/openmina,1256,1258,0.15,
o1-labs/openmina,1256,1257,0.3,
onflow/flow-go,7551,7601,0.12,
onflow/flow-go,7551,7563,0.35,
onflow/flow-go,7551,7598,0.18,
onflow/flow-go,7634,7635,0.18,
onflow/flow-go,7555,7634,0.28,
onflow/flow-go,7555,7635,0.4,
onflow/flow-go,7555,7584,0.12,
onflow/flow-go,7555,7567,0.2,
onflow/flow-go,7555,7563,0.15,
onflow/flow-go,7551,7584,0.05,
onflow/flow-go,7555,7631,0.2,
onflow/flow-go,7555,7598,0.05,
onflow/flow-go,7567,7584,0.1,
onflow/flow-go,7631,7635,0.4,
onflow/flow-go,7555,7601,0.1,
onflow/flow-go,7551,7567,0.25,
onflow/flow-go,7551,7555,0.85,
onflow/flow-go,7631,7634,0.65,
onflow/flow-go,7551,7631,0.1,
onyx-dot-app/onyx,3825,3849,0.05,
onyx-dot-app/onyx,3817,3819,0.1,
onyx-dot-app/onyx,3711,3819,0.05,
onyx-dot-app/onyx,3816,3849,0.08,
onyx-dot-app/onyx,3711,3825,0.18,
onyx-dot-app/onyx,3817,3818,0.18,
onyx-dot-app/onyx,3816,3817,0.05,
onyx-dot-app/onyx,3711,3793,0.05,
onyx-dot-app/onyx,3711,3818,0.05,
onyx-dot-app/onyx,3825,3831,0.12,
onyx-dot-app/onyx,3816,3825,0.28,
onyx-dot-app/onyx,3924,3925,0.92,
onyx-dot-app/onyx,3816,3925,0.08,
onyx-dot-app/onyx,3816,3831,0.07,
onyx-dot-app/onyx,3816,3924,0.22,
onyx-dot-app/onyx,3727,3817,0.07,
onyx-dot-app/onyx,3793,3818,0.28,
onyx-dot-app/onyx,3727,3816,0.05,
onyx-dot-app/onyx,3727,3819,0.16,
onyx-dot-app/onyx,3816,3818,0.05,
onyx-dot-app/onyx,3849,3924,0.03,
onyx-dot-app/onyx,3793,3825,0.08,
onyx-dot-app/onyx,3711,3727,0.02,
onyx-dot-app/onyx,3727,3818,0.02,
onyx-dot-app/onyx,3793,3816,0.45,
onyx-dot-app/onyx,3727,3825,0.02,
onyx-dot-app/onyx,3711,3816,0.1,
onyx-dot-app/onyx,3793,3819,0.5,
onyx-dot-app/onyx,3818,3819,0.03,
onyx-dot-app/onyx,3816,3819,0.7,
onyx-dot-app/onyx,3793,3817,0.08,
onyx-dot-app/onyx,3711,3817,0.05,
onyx-dot-app/onyx,3849,3925,0.25,
onyx-dot-app/onyx,3727,3793,0.03,
onyx-dot-app/onyx,3710,3711,0.02,
open-telemetry/opentelemetry-cpp,3513,3514,0.55,
openai/openai-realtime-agents,58,65,0.45,
openai/openai-realtime-agents,56,58,0.75,
openai/openai-realtime-agents,56,65,0.25,
openai/openai-realtime-agents,56,70,0.25,
openai/openai-realtime-agents,58,70,0.25,
openfga/openfga,2563,2565,0.95,
openops-cloud/openops,671,674,0.08,
openops-cloud/openops,680,701,0.8,
openops-cloud/openops,684,703,0.65,
openops-cloud/openops,680,700,0.05,
openops-cloud/openops,668,669,0.25,
openops-cloud/openops,700,703,0.15,
openops-cloud/openops,701,711,0.03,
openops-cloud/openops,671,700,0.05,
openops-cloud/openops,670,674,0.2,
openops-cloud/openops,919,960,0.08,
openops-cloud/openops,684,711,0.05,
openops-cloud/openops,680,703,0.85,
openops-cloud/openops,680,684,0.4,
openops-cloud/openops,670,671,0.15,
openops-cloud/openops,674,680,0.05,
openops-cloud/openops,671,711,0.1,
openops-cloud/openops,669,670,0.2,
openops-cloud/openops,671,684,0.05,
openops-cloud/openops,680,711,0.05,
openops-cloud/openops,700,701,0.05,
openops-cloud/openops,666,669,0.1,
openops-cloud/openops,671,680,0.05,
openops-cloud/openops,666,671,0.05,
openops-cloud/openops,671,703,0.4,
openops-cloud/openops,668,670,0.1,
openops-cloud/openops,684,700,0.05,
openops-cloud/openops,684,701,0.05,
openops-cloud/openops,671,701,0.05,
openops-cloud/openops,669,674,0.1,
openops-cloud/openops,669,671,0.05,
openops-cloud/openops,703,711,0.2,
openops-cloud/openops,701,703,0.85,
openops-cloud/openops,666,670,0.05,
openops-cloud/openops,666,668,0.1,
operaton/operaton,912,913,0.2,
operaton/operaton,904,912,0.25,
operaton/operaton,904,911,0.3,
operaton/operaton,911,912,0.45,
operaton/operaton,903,904,0.3,
operaton/operaton,911,913,0.4,
operaton/operaton,904,913,0.3,
oraios/serena,168,171,0.7,
oraios/serena,171,286,0.55,
oraios/serena,168,264,0.35,
oraios/serena,264,286,0.25,
oraios/serena,168,169,0.65,
oraios/serena,171,264,0.3,
oraios/serena,169,286,0.45,
oraios/serena,169,171,0.7,
oraios/serena,167,168,0.35,
oraios/serena,169,264,0.12,
orangewise/s3-zip,103,105,0.05,
orangewise/s3-zip,102,105,0.05,
orangewise/s3-zip,102,103,0.65,
owid/owid-grapher,5053,5078,0.18,
phel-lang/phel-lang,818,820,0.6,
phel-lang/phel-lang,835,838,0.12,
phel-lang/phel-lang,818,819,0.2,
phel-lang/phel-lang,813,814,0.15,
plexguide/Huntarr.io,486,487,0.1,
plexguide/Huntarr.io,473,474,0.08,
plexguide/Huntarr.io,471,474,0.05,
plexguide/Huntarr.io,479,480,0.12,
plexguide/Huntarr.io,471,473,0.05,
plexguide/Huntarr.io,480,487,0.05,
plexguide/Huntarr.io,480,486,0.65,
pnp/cli-microsoft365,6811,6813,0.3,
pseudosavant/player.html,28,29,0.95,
quarylabs/sqruff,1611,1643,0.75,
quarylabs/sqruff,1646,1671,0.5,
quarylabs/sqruff,1643,1706,0.05,
quarylabs/sqruff,1646,1706,0.1,
quarylabs/sqruff,1821,1824,0.4,
quarylabs/sqruff,1646,1664,0.15,
quarylabs/sqruff,1643,1646,0.05,
quarylabs/sqruff,1810,1824,0.3,
quarylabs/sqruff,1810,1821,0.15,
quarylabs/sqruff,1664,1671,0.1,
quarylabs/sqruff,1810,1822,0.15,
quarylabs/sqruff,1643,1664,0.05,
quarylabs/sqruff,1611,1628,0.05,
quarylabs/sqruff,1643,1671,0.05,
quarylabs/sqruff,1821,1822,0.2,
raycast/extensions,19251,19305,0.15,
raycast/extensions,19251,19280,0.3,
recallnet/js-recall,658,799,0.25,
reeze/php-leveldb,52,54,0.85,
reflex-dev/reflex-web,1492,1500,0.05,
reflex-dev/reflex-web,1317,1327,0.15,
reflex-dev/reflex-web,1514,1524,0.03,
reflex-dev/reflex-web,1480,1512,0.5,
reflex-dev/reflex-web,1446,1452,0.02,
reflex-dev/reflex-web,1313,1321,0.08,
reflex-dev/reflex-web,1453,1505,0.12,
reflex-dev/reflex-web,1315,1319,0.05,
reflex-dev/reflex-web,1529,1550,0.22,
reflex-dev/reflex-web,1313,1315,0.05,
reflex-dev/reflex-web,1480,1482,0.08,
reflex-dev/reflex-web,1491,1500,0.08,
reflex-dev/reflex-web,1453,1491,0.3,
reflex-dev/reflex-web,1453,1474,0.2,
reflex-dev/reflex-web,1491,1492,0.08,
reflex-dev/reflex-web,1315,1318,0.08,
reflex-dev/reflex-web,1490,1502,0.12,
reflex-dev/reflex-web,1480,1502,0.22,
reflex-dev/reflex-web,1315,1317,0.08,
reflex-dev/reflex-web,1486,1490,0.05,
reflex-dev/reflex-web,1492,1493,0.15,
reflex-dev/reflex-web,1327,1328,0.25,
reflex-dev/reflex-web,1328,1330,0.2,
reflex-dev/reflex-web,1495,1512,0.65,
reflex-dev/reflex-web,1318,1323,0.15,
reflex-dev/reflex-web,1302,1331,0.4,
reflex-dev/reflex-web,1470,1473,0.2,
reflex-dev/reflex-web,1331,1334,0.15,
reflex-dev/reflex-web,1539,1545,0.5,
reflex-dev/reflex-web,1453,1484,0.35,
reflex-dev/reflex-web,1453,1486,0.45,
reflex-dev/reflex-web,1300,1304,0.12,
reflex-dev/reflex-web,1300,1302,0.15,
reflex-dev/reflex-web,1499,1500,0.1,
reflex-dev/reflex-web,1305,1310,0.32,
reflex-dev/reflex-web,1490,1505,0.2,
reflex-dev/reflex-web,1321,1329,0.15,
reflex-dev/reflex-web,1484,1485,0.1,
reflex-dev/reflex-web,1318,1319,0.28,
reflex-dev/reflex-web,1321,1331,0.15,
reflex-dev/reflex-web,1300,1305,0.15,
reflex-dev/reflex-web,1305,1307,0.05,
reflex-dev/reflex-web,1316,1318,0.1,
reflex-dev/reflex-web,1302,1325,0.1,
reflex-dev/reflex-web,1493,1510,0.15,
reflex-dev/reflex-web,1447,1454,0.95,
reflex-dev/reflex-web,1493,1505,0.1,
reflex-dev/reflex-web,1300,1306,0.05,
reflex-dev/reflex-web,1313,1317,0.12,
reflex-dev/reflex-web,1317,1331,0.08,
reflex-dev/reflex-web,1302,1303,0.25,
reflex-dev/reflex-web,1490,1492,0.25,
reflex-dev/reflex-web,1319,1320,0.1,
reflex-dev/reflex-web,1301,1304,0.15,
reflex-dev/reflex-web,1302,1330,0.2,
reflex-dev/reflex-web,1446,1453,0.5,
reflex-dev/reflex-web,1322,1330,0.2,
reflex-dev/reflex-web,1480,1486,0.2,
reflex-dev/reflex-web,1480,1509,0.1,
reflex-dev/reflex-web,1305,1306,0.15,
reflex-dev/reflex-web,1529,1539,0.12,
reflex-dev/reflex-web,1480,1513,0.12,
reflex-dev/reflex-web,1453,1494,0.3,
reflex-dev/reflex-web,1495,1510,0.1,
reflex-dev/reflex-web,1317,1320,0.35,
reflex-dev/reflex-web,1327,1331,0.2,
reflex-dev/reflex-web,1453,1500,0.15,
reflex-dev/reflex-web,1314,1319,0.25,
reflex-dev/reflex-web,1316,1317,0.25,
reflex-dev/reflex-web,1489,1495,0.1,
reflex-dev/reflex-web,1512,1513,0.85,
reflex-dev/reflex-web,1316,1323,0.05,
reflex-dev/reflex-web,1489,1490,0.05,
reflex-dev/reflex-web,1480,1491,0.1,
reflex-dev/reflex-web,1453,1490,0.75,
reflex-dev/reflex-web,1302,1318,0.05,
reflex-dev/reflex-web,1302,1304,0.02,
reflex-dev/reflex-web,1331,1339,0.05,
reflex-dev/reflex-web,1492,1494,0.1,
reflex-dev/reflex-web,1485,1486,0.2,
reflex-dev/reflex-web,1512,1514,0.75,
reflex-dev/reflex-web,1493,1500,0.1,
reflex-dev/reflex-web,1479,1483,0.05,
reflex-dev/reflex-web,1313,1319,0.05,
reflex-dev/reflex-web,1322,1329,0.05,
reflex-dev/reflex-web,1491,1499,0.05,
reflex-dev/reflex-web,1316,1321,0.05,
reflex-dev/reflex-web,1493,1513,0.45,
reflex-dev/reflex-web,1316,1322,0.05,
reflex-dev/reflex-web,1315,1322,0.05,
reflex-dev/reflex-web,1465,1482,0.05,
reflex-dev/reflex-web,1300,1307,0.05,
reflex-dev/reflex-web,1453,1483,0.1,
reflex-dev/reflex-web,1543,1545,0.05,
reflex-dev/reflex-web,1465,1479,0.1,
reflex-dev/reflex-web,1314,1316,0.1,
reflex-dev/reflex-web,1493,1499,0.15,
reflex-dev/reflex-web,1453,1454,0.5,
reflex-dev/reflex-web,1318,1322,0.05,
reflex-dev/reflex-web,1508,1509,0.35,
reflex-dev/reflex-web,1489,1501,0.05,
reflex-dev/reflex-web,1465,1478,0.1,
reflex-dev/reflex-web,1453,1482,0.15,
reflex-dev/reflex-web,1489,1500,0.05,
reflex-dev/reflex-web,1301,1307,0.05,
reflex-dev/reflex-web,1481,1483,0.1,
reflex-dev/reflex-web,1489,1492,0.05,
reflex-dev/reflex-web,1453,1502,0.22,
reflex-dev/reflex-web,1481,1482,0.1,
reflex-dev/reflex-web,1322,1328,0.2,
reflex-dev/reflex-web,1316,1319,0.37,
reflex-dev/reflex-web,1513,1515,0.25,
reflex-dev/reflex-web,1302,1305,0.65,
reflex-dev/reflex-web,1317,1323,0.15,
reflex-dev/reflex-web,1489,1502,0.23,
reflex-dev/reflex-web,1549,1550,0.37,
reflex-dev/reflex-web,1493,1508,0.45,
reflex-dev/reflex-web,1453,1470,0.12,
reflex-dev/reflex-web,1302,1306,0.1,
reflex-dev/reflex-web,1453,1473,0.32,
reflex-dev/reflex-web,1328,1329,0.1,
reflex-dev/reflex-web,1313,1326,0.05,
reflex-dev/reflex-web,1539,1550,0.15,
reflex-dev/reflex-web,1491,1493,0.7,
reflex-dev/reflex-web,1314,1326,0.05,
reflex-dev/reflex-web,1326,1328,0.1,
reflex-dev/reflex-web,1322,1327,0.3,
reflex-dev/reflex-web,1320,1323,0.08,
reflex-dev/reflex-web,1447,1453,0.25,
reflex-dev/reflex-web,1479,1482,0.03,
reflex-dev/reflex-web,1325,1329,0.2,
reflex-dev/reflex-web,1321,1326,0.1,
reflex-dev/reflex-web,1529,1542,0.05,
reflex-dev/reflex-web,1313,1327,0.15,
reflex-dev/reflex-web,1329,1331,0.25,
reflex-dev/reflex-web,1513,1518,0.2,
reflex-dev/reflex-web,1453,1481,0.2,
reflex-dev/reflex-web,1302,1329,0.15,
reflex-dev/reflex-web,1495,1505,0.45,
reflex-dev/reflex-web,1326,1327,0.2,
reflex-dev/reflex-web,1313,1330,0.15,
reflex-dev/reflex-web,1480,1501,0.1,
reflex-dev/reflex-web,1453,1499,0.2,
reflex-dev/reflex-web,1325,1328,0.1,
reflex-dev/reflex-web,1300,1310,0.15,
reflex-dev/reflex-web,1531,1533,0.05,
reflex-dev/reflex-web,1301,1310,0.18,
reflex-dev/reflex-web,1495,1500,0.08,
reflex-dev/reflex-web,1313,1323,0.12,
reflex-dev/reflex-web,1320,1321,0.12,
reflex-dev/reflex-web,1480,1489,0.05,
reflex-dev/reflex-web,1445,1446,0.1,
reflex-dev/reflex-web,1514,1518,0.05,
reflex-dev/reflex-web,1529,1549,0.1,
reflex-dev/reflex-web,1480,1508,0.25,
reflex-dev/reflex-web,1495,1513,0.15,
reflex-dev/reflex-web,1314,1325,0.03,
reflex-dev/reflex-web,1314,1315,0.03,
reflex-dev/reflex-web,1489,1505,0.05,
reflex-dev/reflex-web,1331,1343,0.1,
reflex-dev/reflex-web,1499,1501,0.05,
reflex-dev/reflex-web,1316,1320,0.08,
reflex-dev/reflex-web,1313,1329,0.05,
reflex-dev/reflex-web,1529,1541,0.05,
reflex-dev/reflex-web,1480,1490,0.15,
reflex-dev/reflex-web,1465,1474,0.05,
reflex-dev/reflex-web,1302,1308,0.03,
reflex-dev/reflex-web,1495,1499,0.08,
reflex-dev/reflex-web,1302,1317,0.08,
reflex-dev/reflex-web,1505,1508,0.05,
reflex-dev/reflex-web,1508,1513,0.4,
reflex-dev/reflex-web,1300,1308,0.05,
reflex-dev/reflex-web,1480,1493,0.3,
reflex-dev/reflex-web,1465,1470,0.1,
reflex-dev/reflex-web,1313,1331,0.1,
reflex-dev/reflex-web,1453,1467,0.2,
reflex-dev/reflex-web,1524,1533,0.05,
reflex-dev/reflex-web,1314,1329,0.1,
reflex-dev/reflex-web,1491,1502,0.15,
reflex-dev/reflex-web,1480,1499,0.05,
reflex-dev/reflex-web,1453,1495,0.35,
reflex-dev/reflex-web,1513,1514,0.05,
reflex-dev/reflex-web,1302,1310,0.1,
reflex-dev/reflex-web,1453,1493,0.2,
reflex-dev/reflex-web,1486,1489,0.05,
reflex-dev/reflex-web,1545,1549,0.25,
reflex-dev/reflex-web,1489,1493,0.2,
reflex-dev/reflex-web,1302,1315,0.1,
reflex-dev/reflex-web,1479,1481,0.1,
reflex-dev/reflex-web,1314,1328,0.2,
reflex-dev/reflex-web,1319,1322,0.98,
reflex-dev/reflex-web,1322,1325,0.08,
reflex-dev/reflex-web,1330,1334,0.1,
reflex-dev/reflex-web,1490,1495,0.35,
reflex-dev/reflex-web,1493,1494,0.25,
reflex-dev/reflex-web,1529,1545,0.08,
reflex-dev/reflex-web,1303,1306,0.08,
reflex-dev/reflex-web,1490,1499,0.3,
reflex-dev/reflex-web,1314,1321,0.12,
reflex-dev/reflex-web,1465,1483,0.1,
reown-com/appkit-react-native,351,379,0.35,
reown-com/appkit-react-native,351,363,0.08,
reown-com/appkit-react-native,351,361,0.08,
